Timestamp (ms),Humidity (%),Temperature (°F),Temperature (°C)
1810000,41.97,76.44,24.69
1812000,41.78,76.46,24.70
1814000,46.96,76.63,24.79
1816000,44.53,77.33,25.18
1818000,46.33,75.62,24.23
1820000,45.26,76.94,24.97
1822000,44.13,76.63,24.79
1824000,44.52,78.65,25.92
1826000,43.76,76.18,24.54
1828000,44.8,78.85,26.03
1830000,44.65,75.48,24.16
1832000,47.88,76.83,24.91
1834000,44.18,76.99,24.99
1836000,46.16,77.65,25.36
1838000,47.03,75.9,24.39
1840000,44.08,78.18,25.66
1842000,44.47,76.87,24.93
1844000,45.15,77.3,25.17
1846000,45.32,77.08,25.04
1848000,44.56,75.93,24.41
1850000,42.39,75.97,24.43
1852000,45.83,77.63,25.35
1854000,46.41,76.51,24.73
1856000,45.64,76.69,24.83
1858000,44.67,76.7,24.83
1860000,45.94,75.86,24.37
1862000,44.81,77.33,25.18
1864000,44.51,76.64,24.80
1866000,45.15,78.73,25.96
1868000,42.91,75.18,23.99
1870000,43.44,78.14,25.63
1872000,44.93,76.84,24.91
1874000,46.28,78.22,25.68
1876000,47.05,74.92,23.84
1878000,44.56,78.62,25.90
1880000,43.68,76.71,24.84
1882000,46.69,75.75,24.31
1884000,45.5,76.62,24.79
1886000,48.37,77.72,25.40
1888000,47.66,75.65,24.25
1890000,43.94,76.85,24.92
1892000,44.12,76.31,24.62
1894000,44.02,77.2,25.11
1896000,46.19,76.42,24.68
1898000,45.95,77.09,25.05
1900000,46.12,75.98,24.43
1902000,45.3,77.8,25.44
1904000,40.71,79.27,26.26
1906000,45.15,76.9,24.94
1908000,43.41,77.84,25.47
1910000,44.69,75.59,24.22
1912000,44.14,78.6,25.89
1914000,43.66,76.12,24.51
1916000,44.53,77.09,25.05
1918000,44.2,78.62,25.90
1920000,44.78,75.66,24.26
1922000,45.67,78.47,25.82
1924000,42.67,76.99,24.99
1926000,46.67,78.65,25.92
1928000,42.72,76.43,24.68
1930000,44.06,77.93,25.52
1932000,46.57,76.57,24.76
1934000,46.45,79.7,26.50
1936000,45.56,76.79,24.88
1938000,44.84,77.14,25.08
1940000,44.04,77.1,25.06
1942000,44.88,76.16,24.53
1944000,45.15,78.23,25.68
1946000,47.72,77.1,25.06
1948000,44.45,75.5,24.17
1950000,45.04,76.84,24.91
1952000,45.58,78.12,25.62
1954000,44.12,77.48,25.27
1956000,45.15,77.2,25.11
1958000,44.08,77.36,25.20
1960000,45.93,77.77,25.43
1962000,43.99,76.7,24.83
1964000,45.97,77.62,25.34
1966000,44.96,76.29,24.61
1968000,43.39,76.04,24.47
1970000,42.76,75.28,24.04
1972000,45.63,77.54,25.30
1974000,46.28,78.37,25.76
1976000,44.67,76.54,24.74
1978000,44.7,78.34,25.74
1980000,45.46,76.42,24.68
1982000,46.87,77.65,25.36
1984000,48.13,78.36,25.76
1986000,47.29,78.15,25.64
1988000,44.62,77.29,25.16
1990000,44.35,75.62,24.23
1992000,47.09,76.57,24.76
1994000,43.86,76.39,24.66
1996000,47.12,76.26,24.59
1998000,44.05,76.14,24.52
2000000,44.9,76.44,24.69
2002000,44.93,77.43,25.24
2004000,47.28,76.32,24.62
2006000,43.88,75.88,24.38
2008000,45.29,77.85,25.47
2010000,47.89,76.33,24.63
2012000,44.56,78.95,26.08
2014000,44.5,77.27,25.15
2016000,47.57,76.23,24.57
2018000,44.31,77.44,25.24
2020000,44.87,76.97,24.98
2022000,44.31,78.03,25.57
2024000,46.62,76.73,24.85
2026000,44.61,76.27,24.59
2028000,45.34,76.49,24.72
2030000,45.9,76.14,24.52
2032000,47.66,77.48,25.27
2034000,44.77,77.98,25.54
2036000,45.51,76.98,24.99
2038000,42.2,76.92,24.96
2040000,41.81,76.66,24.81
2042000,48.13,76.1,24.50
2044000,48.17,76.44,24.69
2046000,42.93,76.33,24.63
2048000,45.17,77.68,25.38
2050000,46.26,76.2,24.56
2052000,45.32,77.81,25.45
2054000,47.32,75.57,24.21
2056000,44.23,77.74,25.41
2058000,45.83,76.55,24.75
2060000,45,75.89,24.38
2062000,44.42,75.94,24.41
2064000,43.42,79.42,26.34
2066000,45.72,78.33,25.74
2068000,41.04,77.13,25.07
2070000,45.82,75.99,24.44
2072000,47.09,76.7,24.83
2074000,44.51,76.53,24.74
2076000,45.03,75.91,24.39
2078000,45.55,76.44,24.69
2080000,41.45,78.17,25.65
2082000,45.5,77.24,25.13
2084000,46.29,75.41,24.12
2086000,47.01,76.74,24.86
2088000,47.52,75.76,24.31
2090000,43.02,76.94,24.97
2092000,45.07,76.28,24.60
2094000,43.18,76.82,24.90
2096000,42.72,76.61,24.78
2098000,44.73,75.78,24.32
2100000,44.76,76.49,24.72
2102000,44.51,77.41,25.23
2104000,44.06,76.75,24.86
2106000,45.4,77.77,25.43
2108000,44.14,77,25.00
2110000,44.06,77.44,25.24
2112000,44.69,75.98,24.43
2114000,41.46,77.03,25.02
2116000,42.89,77.94,25.52
2118000,44.32,76.38,24.66
2120000,45.36,79.13,26.18
2122000,44.28,78,25.56
2124000,43.25,77.04,25.02
2126000,44.88,77.52,25.29
2128000,43.68,78.78,25.99
2130000,49.57,78.62,25.90
2132000,44.12,76.27,24.59
2134000,44.81,76.81,24.89
2136000,42.4,76.55,24.75
2138000,45.81,77.59,25.33
2140000,43.16,76.64,24.80
2142000,46.21,78.29,25.72
2144000,47.46,77.66,25.37
2146000,45.56,75.9,24.39
2148000,45.23,79.3,26.28
2150000,44.17,77.05,25.03
2152000,44.05,76.17,24.54
2154000,45.53,77.45,25.25
2156000,45.43,77.72,25.40
2158000,45.21,76.03,24.46
2160000,45.29,78.45,25.81
2162000,44.11,76.21,24.56
2164000,45.38,75.72,24.29
2166000,44.74,78.42,25.79
2168000,43.65,77.77,25.43
2170000,45.32,75.61,24.23
2172000,45.24,77.69,25.38
2174000,47.81,78.42,25.79
2176000,46.82,78.05,25.58
2178000,44.26,77.27,25.15
2180000,44.73,77.65,25.36
2182000,47.16,77.41,25.23
2184000,44.03,77.38,25.21
2186000,46.58,77.06,25.03
2188000,44.86,75.34,24.08
2190000,46.2,77.18,25.10
2192000,46.98,76.79,24.88
2194000,46.33,76.88,24.93
2196000,42.53,75.99,24.44
2198000,44.75,77.62,25.34
2200000,46.62,76.72,24.84
2202000,42.9,78.89,26.05
2204000,44,77.21,25.12
2206000,44.49,78.81,26.01
2208000,43.9,76.93,24.96
2210000,42.86,78.03,25.57
2212000,43.65,74.97,23.87
2214000,42.63,76.12,24.51
2216000,44.03,76.3,24.61
2218000,45.2,76.6,24.78
2220000,44.73,75.87,24.37
2222000,46.58,77.34,25.19
2224000,44.49,76.4,24.67
2226000,44.39,76.89,24.94
2228000,44.57,76.58,24.77
2230000,46.61,77.65,25.36
2232000,42.62,76.76,24.87
2234000,44.5,76.08,24.49
2236000,43.22,76.56,24.76
2238000,43.37,77.87,25.48
2240000,46.51,77.41,25.23
2242000,43.2,76,24.44
2244000,45.81,75.78,24.32
2246000,46.45,75.7,24.28
2248000,42.97,76.21,24.56
2250000,47.53,76.81,24.89
2252000,45.35,76.3,24.61
2254000,44.01,74.52,23.62
2256000,45.48,77.83,25.46
2258000,43.96,76.59,24.77
2260000,46.73,77.49,25.27
2262000,44.83,77.11,25.06
2264000,45.64,78.28,25.71
2266000,47.35,77.91,25.51
2268000,44.58,76.47,24.71
2270000,45,78.16,25.64
2272000,45.27,76.65,24.81
2274000,44.41,77.76,25.42
2276000,46.93,76.41,24.67
2278000,45.59,76.79,24.88
2280000,43.05,76.93,24.96
2282000,44.76,78.41,25.78
2284000,45.91,77.36,25.20
2286000,43,76.45,24.69
2288000,44.11,77.76,25.42
2290000,49.47,77.1,25.06
2292000,42.03,77.39,25.22
2294000,45.67,77.62,25.34
2296000,45.64,76.14,24.52
2298000,47.24,76.18,24.54
2300000,44.32,77.4,25.22
2302000,45.87,77.57,25.32
2304000,45.6,78.44,25.80
2306000,43.13,77.31,25.17
2308000,44.28,77.17,25.09
2310000,42.94,75.47,24.15
2312000,46.54,75.4,24.11
2314000,44.99,77.84,25.47
2316000,43.89,77.22,25.12
2318000,43.95,78.11,25.62
2320000,44.03,77.78,25.43
2322000,43.48,75.94,24.41
2324000,44.01,77.55,25.31
2326000,43.68,76.88,24.93
2328000,43.4,77.78,25.43
2330000,43.96,77.75,25.42
2332000,45.73,76.9,24.94
2334000,42.95,77.23,25.13
2336000,44.85,77.21,25.12
2338000,45,78.82,26.01
2340000,44.92,75.91,24.39
2342000,44.71,76.44,24.69
2344000,45.67,76.9,24.94
2346000,45.9,76.8,24.89
2348000,43.91,77.7,25.39
2350000,48.16,78.92,26.07
2352000,44.92,79.04,26.13
2354000,46.35,76.26,24.59
2356000,45.45,77.8,25.44
2358000,46.72,79.47,26.37
2360000,46.82,75.54,24.19
2362000,46.34,77.26,25.14
2364000,46.19,78.76,25.98
2366000,44.68,76.57,24.76
2368000,45.07,77.25,25.14
2370000,42.99,75.91,24.39
2372000,44.73,76.06,24.48
2374000,42.81,78.02,25.57
2376000,43.28,77.7,25.39
2378000,43.88,76.5,24.72
2380000,46.96,76.87,24.93
2382000,43.76,77.63,25.35
2384000,45.89,78.3,25.72
2386000,44.78,76.83,24.91
2388000,44.32,77.22,25.12
2390000,45.47,75.93,24.41
2392000,45.87,77.6,25.33
2394000,44.99,77.46,25.26
2396000,41.5,77.85,25.47
2398000,42.55,76.27,24.59
2400000,44.52,75.62,24.23
2402000,47.07,77.69,25.38
2404000,44.96,77.8,25.44
2406000,44.81,76.74,24.86
2408000,46.08,77.14,25.08
2410000,43.12,78.27,25.71
2412000,43.78,78.03,25.57
2414000,44.24,78.31,25.73
2416000,44.76,77.1,25.06
2418000,43.29,76.7,24.83
2420000,45.62,78.08,25.60
2422000,44.06,77.29,25.16
2424000,45.76,78.17,25.65
2426000,45.04,78.69,25.94
2428000,48.12,76.25,24.58
2430000,42.54,77.04,25.02
2432000,47.38,76.06,24.48
2434000,44.35,78.09,25.61
2436000,43.76,77.94,25.52
2438000,45.03,75.38,24.10
2440000,45.39,77.12,25.07
2442000,44.71,77.08,25.04
2444000,44.97,77.15,25.08
2446000,43.73,77.75,25.42
2448000,46.45,78.24,25.69
2450000,44.09,78.7,25.94
2452000,45.82,77.02,25.01
2454000,42.73,77.75,25.42
2456000,47,77.29,25.16
2458000,42.42,77.56,25.31
2460000,42.91,76.99,24.99
2462000,46.81,75.87,24.37
2464000,45.86,77.33,25.18
2466000,45.13,76.48,24.71
2468000,42.14,75.53,24.18
2470000,46.24,77.08,25.04
2472000,41.04,77.44,25.24
2474000,43.75,77.19,25.11
2476000,44.26,75.37,24.09
2478000,42.53,76.58,24.77
2480000,45.74,76.32,24.62
2482000,45.64,77.5,25.28
2484000,44.66,76.27,24.59
2486000,47.27,76.94,24.97
2488000,44.49,78.35,25.75
2490000,44.07,76.96,24.98
2492000,44.78,76.38,24.66
2494000,47.81,76.85,24.92
2496000,44.99,76.66,24.81
2498000,43.63,76.93,24.96
2500000,46.67,77.28,25.16
2502000,46.26,76.92,24.96
2504000,45.81,76.69,24.83
2506000,45.27,78.34,25.74
2508000,44.77,78.18,25.66
2510000,45.26,77.9,25.50
2512000,43.44,77.59,25.33
2514000,43.28,76.28,24.60
2516000,43.21,77.81,25.45
2518000,45.27,77.41,25.23
2520000,45.83,77.28,25.16
2522000,45.53,77.27,25.15
2524000,44.68,78.4,25.78
2526000,43.75,76.52,24.73
2528000,46.83,77.08,25.04
2530000,45.35,76.86,24.92
2532000,43.6,78.27,25.71
2534000,45.6,77.96,25.53
2536000,44.75,77.17,25.09
2538000,45.9,76.93,24.96
2540000,42.8,77.5,25.28
2542000,46.45,77.91,25.51
2544000,43.05,77.79,25.44
2546000,45.2,78.19,25.66
2548000,45.67,77.27,25.15
2550000,44.57,77.86,25.48
2552000,45.74,77.56,25.31
2554000,44.67,77.96,25.53
2556000,44.35,75.99,24.44
2558000,43.47,78.33,25.74
2560000,47.75,77.4,25.22
2562000,47.28,75.47,24.15
2564000,46.31,76.73,24.85
2566000,45.83,77.89,25.49
2568000,46.39,76.58,24.77
2570000,44.55,78.82,26.01
2572000,45.59,77.16,25.09
2574000,45.83,76.84,24.91
2576000,42.26,76.71,24.84
2578000,43.47,77.5,25.28
2580000,45,77.53,25.29
2582000,43.75,78.18,25.66
2584000,45.37,77.01,25.01
2586000,45.01,77.39,25.22
2588000,45.43,75.34,24.08
2590000,45.5,78.76,25.98
2592000,47.11,75.64,24.24
2594000,44.83,77.62,25.34
2596000,45.09,77.6,25.33
2598000,46.62,76.77,24.87
2600000,44.42,77.36,25.20
2602000,45.98,76.9,24.94
2604000,45.01,75.36,24.09
2606000,44.54,77.13,25.07
2608000,44.26,77.78,25.43
2610000,40.89,75.45,24.14
2612000,45.03,75.53,24.18
2614000,43.78,77.64,25.36
2616000,44.36,75.84,24.36
2618000,41.69,78.6,25.89
2620000,40.27,76.15,24.53
2622000,43.8,75.4,24.11
2624000,46.94,75.54,24.19
2626000,47.49,76.81,24.89
2628000,45.53,76.32,24.62
2630000,43.42,76.8,24.89
2632000,43.79,77.71,25.39
2634000,42.66,77.87,25.48
2636000,46.3,76.31,24.62
2638000,44.69,78.32,25.73
2640000,45.22,76.76,24.87
2642000,44.92,77.32,25.18
2644000,46.89,77.59,25.33
2646000,43.76,77.8,25.44
2648000,45.12,74.61,23.67
2650000,45.93,76.87,24.93
2652000,45.49,76.73,24.85
2654000,47.67,78.05,25.58
2656000,44.94,76.34,24.63
2658000,44.04,76.73,24.85
2660000,46.84,75.89,24.38
2662000,46.13,78.56,25.87
2664000,44.13,76.94,24.97
2666000,42.28,77.11,25.06
2668000,45.41,79.09,26.16
2670000,45.83,75.54,24.19
2672000,43.26,78.15,25.64
2674000,44.58,76.28,24.60
2676000,44.66,76.99,24.99
2678000,44.29,78.03,25.57
2680000,44.94,76.4,24.67
2682000,42.01,78.16,25.64
2684000,45.02,76.77,24.87
2686000,46.55,76.43,24.68
2688000,46.61,77.05,25.03
2690000,44.37,76.36,24.64
2692000,44.59,76.71,24.84
2694000,44.85,77.73,25.41
2696000,42.96,77.56,25.31
2698000,46.35,76.48,24.71
2700000,43.63,77.86,25.48
2702000,42.83,76.63,24.79
2704000,44.24,77.81,25.45
2706000,43.23,76.7,24.83
2708000,45.24,76.94,24.97
2710000,44.99,76.08,24.49
2712000,46.08,77.04,25.02
2714000,45.69,75.01,23.89
2716000,44.53,77.67,25.37
2718000,43.92,77.57,25.32
2720000,45.49,77.42,25.23
2722000,47.56,75.94,24.41
2724000,45.99,76.97,24.98
2726000,46.69,78.08,25.60
2728000,43.94,76.86,24.92
2730000,45.5,77.31,25.17
2732000,46.2,76.53,24.74
2734000,45.33,75.73,24.29
2736000,46.55,77.31,25.17
2738000,46.87,78.06,25.59
2740000,44.09,76.29,24.61
2742000,44.02,78.56,25.87
2744000,43.69,76.28,24.60
2746000,44.38,75.54,24.19
2748000,45.1,76.71,24.84
2750000,44.58,77.9,25.50
2752000,42.66,75.98,24.43
2754000,43.57,77.05,25.03
2756000,46.67,77.75,25.42
2758000,44.62,77.3,25.17
2760000,46.51,76.65,24.81
2762000,44.93,76.96,24.98
2764000,43.32,75.98,24.43
2766000,47.55,76.41,24.67
2768000,44.36,75.64,24.24
2770000,46.07,76.03,24.46
2772000,44.72,77.43,25.24
2774000,43.94,76.69,24.83
2776000,43.57,77.17,25.09
2778000,45.64,76.93,24.96
2780000,45.03,78.21,25.67
2782000,42.15,77.45,25.25
2784000,44.84,74.88,23.82
2786000,44.78,79.34,26.30
2788000,44.98,76.75,24.86
2790000,42.69,78.34,25.74
2792000,44.12,77.01,25.01
2794000,45.78,77.13,25.07
2796000,45.37,78.48,25.82
2798000,45.98,76.31,24.62
2800000,44.55,75.5,24.17
2802000,46.05,76.09,24.49
2804000,41.99,77.62,25.34
2806000,43.94,78.14,25.63
2808000,44.57,77.42,25.23
2810000,47.03,78.07,25.59
2812000,45.04,75.31,24.06
2814000,45.27,77.21,25.12
2816000,45.61,77.88,25.49
2818000,46.97,77.57,25.32
2820000,43.61,76.66,24.81
2822000,45.1,76.7,24.83
2824000,44.13,76.99,24.99
2826000,47.19,76.07,24.48
2828000,46.79,77.56,25.31
2830000,45.84,78.4,25.78
2832000,43.46,76.78,24.88
2834000,43.85,77.25,25.14
2836000,45.35,77.5,25.28
2838000,43.27,77.1,25.06
2840000,44.91,77.75,25.42
2842000,44.39,76.93,24.96
2844000,45.22,76.19,24.55
2846000,42.86,75.24,24.02
2848000,45.69,77.31,25.17
2850000,45.38,75,23.89
2852000,45.79,77.34,25.19
2854000,43.39,76.33,24.63
2856000,42.1,77.44,25.24
2858000,47.51,76.99,24.99
2860000,45.58,76.13,24.52
2862000,45.46,76.35,24.64
2864000,48.25,75.54,24.19
2866000,44.36,77.25,25.14
2868000,46.29,77.29,25.16
2870000,47.69,77.8,25.44
2872000,47.8,76.91,24.95
2874000,45.78,76.84,24.91
2876000,43.94,76.71,24.84
2878000,44.43,76.54,24.74
2880000,44.23,76.87,24.93
2882000,46.04,75.65,24.25
2884000,46.13,78.1,25.61
2886000,43.12,76.41,24.67
2888000,45.12,77.76,25.42
2890000,47.11,77.85,25.47
2892000,46.07,76.26,24.59
2894000,48.02,78.39,25.77
2896000,44.3,76.57,24.76
2898000,43.49,77.5,25.28
2900000,42.87,76.62,24.79
2902000,45.98,77.25,25.14
2904000,42.41,77.59,25.33
2906000,46.55,76.63,24.79
2908000,43.25,76.88,24.93
2910000,47.92,76.43,24.68
2912000,46.21,76.77,24.87
2914000,46.4,77.77,25.43
2916000,45.96,76.45,24.69
2918000,47.28,77.89,25.49
2920000,43.88,76.41,24.67
2922000,45.46,77.53,25.29
2924000,46.54,78.48,25.82
2926000,44.24,76.41,24.67
2928000,44.11,77.4,25.22
2930000,45.7,76.14,24.52
2932000,44.59,77.03,25.02
2934000,46.82,75.07,23.93
2936000,44.44,76.45,24.69
2938000,44.65,76.98,24.99
2940000,46.39,76.91,24.95
2942000,43.44,75.89,24.38
2944000,42.71,78.96,26.09
2946000,46.21,77.56,25.31
2948000,46.38,77.37,25.21
2950000,46.79,76.82,24.90
2952000,41.93,77.02,25.01
2954000,46.04,76.15,24.53
2956000,45.14,77.04,25.02
2958000,45.92,77.95,25.53
2960000,47.41,75.85,24.36
2962000,45.28,76.53,24.74
2964000,44.7,78.57,25.87
2966000,47.35,77.72,25.40
2968000,43.99,77.18,25.10
2970000,50,78.23,25.68
2972000,44.61,77.72,25.40
2974000,48.08,77.26,25.14
2976000,44.04,77.03,25.02
2978000,44.47,76.31,24.62
2980000,42.8,76.34,24.63
2982000,44.25,77.8,25.44
2984000,43.92,76.67,24.82
2986000,45.18,77.49,25.27
2988000,47.07,75.49,24.16
2990000,45.43,77.14,25.08
2992000,44.66,77.24,25.13
2994000,44.69,76.87,24.93
2996000,41.81,76.02,24.46
2998000,45.32,77.01,25.01
3000000,47.01,78.23,25.68
3002000,44.21,78.05,25.58
3004000,44.5,76.04,24.47
3006000,43.76,76.92,24.96
3008000,43.99,77.32,25.18
3010000,46.08,76.39,24.66
3012000,44.42,77.55,25.31
3014000,45.65,75.68,24.27
3016000,44.31,77.39,25.22
3018000,43.59,76.75,24.86
3020000,45.35,76.35,24.64
3022000,44.55,77.17,25.09
3024000,46.65,76.61,24.78
3026000,43.94,76.32,24.62
3028000,44.21,77.17,25.09
3030000,44.86,78.65,25.92
3032000,44.09,78.74,25.97
3034000,45.97,76.48,24.71
3036000,47.8,75.31,24.06
3038000,44.03,76.47,24.71
3040000,46.19,76.81,24.89
3042000,44.08,77.69,25.38
3044000,44.48,78.01,25.56
3046000,47.15,76.51,24.73
3048000,46.84,76.05,24.47
3050000,42.94,78.28,25.71
3052000,43.71,77.16,25.09
3054000,44.18,77.28,25.16
3056000,44.81,75.64,24.24
3058000,44.96,76.31,24.62
3060000,44.11,78.17,25.65
3062000,44.98,76.6,24.78
3064000,45.43,77.96,25.53
3066000,44.09,77.56,25.31
3068000,43.8,76.77,24.87
3070000,46.12,77.18,25.10
3072000,44.89,75.78,24.32
3074000,45.24,75.97,24.43
3076000,44.45,77.03,25.02
3078000,43.89,77.24,25.13
3080000,45.94,76.44,24.69
3082000,46.53,77.85,25.47
3084000,41.05,77.82,25.46
3086000,47.71,79.43,26.35
3088000,44.49,77.35,25.19
3090000,42.27,77.01,25.01
3092000,45.26,77.8,25.44
3094000,43.97,77.16,25.09
3096000,41.77,76.19,24.55
3098000,45.01,77.73,25.41
3100000,46.98,75.61,24.23
3102000,43.93,76.92,24.96
3104000,46.18,76.64,24.80
3106000,45.8,76.84,24.91
3108000,44.12,76.63,24.79
3110000,47.06,75.9,24.39
3112000,43.03,76.63,24.79
3114000,45.66,77.59,25.33
3116000,46.5,77.23,25.13
3118000,47.72,76.41,24.67
3120000,44.37,77.45,25.25
3122000,47.26,77.84,25.47
3124000,42.51,77.87,25.48
3126000,43.45,76.84,24.91
3128000,44.7,78.15,25.64
3130000,45.25,76.85,24.92
3132000,44.76,76.56,24.76
3134000,44.18,76.34,24.63
3136000,44.15,76.31,24.62
3138000,44.31,78.33,25.74
3140000,45.62,77.97,25.54
3142000,46.53,78.11,25.62
3144000,44.41,77.16,25.09
3146000,41.81,77.15,25.08
3148000,44.06,77.27,25.15
3150000,40.36,77.2,25.11
3152000,45.42,76.21,24.56
3154000,45.26,77.03,25.02
3156000,47.07,76.45,24.69
3158000,44.87,76.9,24.94
3160000,45.22,76.95,24.97
3162000,43.6,76.77,24.87
3164000,43.65,77.49,25.27
3166000,46.63,78.48,25.82
3168000,45.77,75.94,24.41
3170000,46.42,75.25,24.03
3172000,45.14,77.93,25.52
3174000,46.61,76.83,24.91
3176000,45.28,75.84,24.36
3178000,45.88,76.35,24.64
3180000,44.21,78.23,25.68
3182000,44.88,75.54,24.19
3184000,43.99,76.72,24.84
3186000,43.71,76.54,24.74
3188000,44.91,79.69,26.49
3190000,45.21,75.56,24.20
3192000,47.09,77.18,25.10
3194000,45.52,74.88,23.82
3196000,44.16,76.13,24.52
3198000,45.11,77.1,25.06
3200000,45.18,77.2,25.11
3202000,44.99,78.61,25.89
3204000,46.06,76.94,24.97
3206000,44.56,77.65,25.36
3208000,42.51,76.13,24.52
3210000,45.5,77.44,25.24
3212000,44.65,76.7,24.83
3214000,46.67,77,25.00
3216000,46.14,76.93,24.96
3218000,42.96,77.19,25.11
3220000,42.42,76.77,24.87
3222000,47.26,77.51,25.28
3224000,44.86,77.81,25.45
3226000,45.98,76.99,24.99
3228000,46.76,76.55,24.75
3230000,47.35,76.54,24.74
3232000,42.51,76.79,24.88
3234000,44.84,76.84,24.91
3236000,42.27,76.31,24.62
3238000,43.65,76.98,24.99
3240000,46.38,75.22,24.01
3242000,44.59,77.7,25.39
3244000,45.94,77.69,25.38
3246000,43.08,76.47,24.71
3248000,48.34,77.62,25.34
3250000,44.18,77.47,25.26
3252000,44.59,75.06,23.92
3254000,47.35,77.95,25.53
3256000,44.5,77.11,25.06
3258000,47.25,75.38,24.10
3260000,44.31,77.35,25.19
3262000,46.71,75.64,24.24
3264000,45.33,77.13,25.07
3266000,43.71,76.69,24.83
3268000,43.51,77.25,25.14
3270000,43.41,76.93,24.96
3272000,47.22,76.69,24.83
3274000,44.76,76.7,24.83
3276000,42.11,76.67,24.82
3278000,41.75,77.5,25.28
3280000,47.94,77.41,25.23
3282000,42.28,78.33,25.74
3284000,42.02,76.97,24.98
3286000,45.15,77.07,25.04
3288000,45.5,75.88,24.38
3290000,47.34,76.48,24.71
3292000,43.58,77.16,25.09
3294000,46.34,75.6,24.22
3296000,44.7,77.71,25.39
3298000,46.35,77.19,25.11
3300000,45.18,76.77,24.87
3302000,42.55,76.09,24.49
3304000,45.05,77.4,25.22
3306000,44.88,77.5,25.28
3308000,45.43,77.29,25.16
3310000,45.46,76.06,24.48
3312000,44.73,77,25.00
3314000,46.33,76.97,24.98
3316000,47.5,77.15,25.08
3318000,43.48,77.71,25.39
3320000,45.06,76.57,24.76
3322000,45.6,77.2,25.11
3324000,44.27,76.58,24.77
3326000,43.51,75.75,24.31
3328000,47.52,76.68,24.82
3330000,43.68,78.56,25.87
3332000,44.46,77.25,25.14
3334000,44.83,76.74,24.86
3336000,47.35,77.61,25.34
3338000,46.29,78.12,25.62
3340000,41.84,77.15,25.08
3342000,47.22,76.27,24.59
3344000,43.84,77.33,25.18
3346000,44.01,74.96,23.87
3348000,45.09,77.82,25.46
3350000,44.7,75.48,24.16
3352000,45.35,76.94,24.97
3354000,45.26,77.14,25.08
3356000,45.75,77.06,25.03
3358000,46.33,78.29,25.72
3360000,41.52,78.6,25.89
3362000,45.7,75.69,24.27
3364000,45.6,76.81,24.89
3366000,43.03,78.46,25.81
3368000,46.42,77.13,25.07
3370000,45.31,75.08,23.93
3372000,44.42,77.34,25.19
3374000,45.48,76.06,24.48
3376000,45.35,78.22,25.68
3378000,46.85,76.65,24.81
3380000,46.5,76.24,24.58
3382000,43.92,75.39,24.11
3384000,45.12,76.77,24.87
3386000,42.34,77.83,25.46
3388000,45.86,76.65,24.81
3390000,44.86,76.64,24.80
3392000,45.5,77.8,25.44
3394000,45.63,75.27,24.04
3396000,45.63,76.6,24.78
3398000,44.44,76.98,24.99
3400000,43.73,76.88,24.93
3402000,45.4,78.02,25.57
3404000,44.13,76.98,24.99
3406000,44.35,75.92,24.40
3408000,47.01,76.77,24.87
3410000,47.61,76.96,24.98
3412000,42.69,78.8,26.00
3414000,45.69,77.53,25.29
3416000,42.67,76.57,24.76
3418000,45.05,78,25.56
3420000,43.9,76.92,24.96
3422000,44.73,76.45,24.69
3424000,46.38,75.96,24.42
3426000,45.33,76.23,24.57
3428000,44.32,77.74,25.41
3430000,48.53,74.37,23.54
3432000,42.71,77,25.00
3434000,45.52,77.03,25.02
3436000,45.29,78.26,25.70
3438000,44.43,75.51,24.17
3440000,43.64,76.56,24.76
3442000,45.41,76.88,24.93
3444000,44.89,76.69,24.83
3446000,45.62,76.7,24.83
3448000,42.96,76.14,24.52
3450000,45.67,76.99,24.99
3452000,44.23,76.75,24.86
3454000,44.09,74.82,23.79
3456000,45.92,76.05,24.47
3458000,45.39,77.14,25.08
3460000,43.26,76.79,24.88
3462000,43.32,76.22,24.57
3464000,45.83,77.09,25.05
3466000,45.15,77.42,25.23
3468000,45.13,76.61,24.78
3470000,46.93,76.29,24.61
3472000,43.59,77.23,25.13
3474000,45.64,77.55,25.31
3476000,44.07,76.62,24.79
3478000,44.77,78.97,26.09
3480000,45.3,78.17,25.65
3482000,49.39,77.87,25.48
3484000,47.9,78.24,25.69
3486000,46.5,75.98,24.43
3488000,43.61,77.42,25.23
3490000,42.61,76.26,24.59
3492000,45.07,76.96,24.98
3494000,46.07,77.07,25.04
3496000,43.76,77.15,25.08
3498000,44.12,76.91,24.95
3500000,46.83,77.52,25.29
3502000,44.45,77.35,25.19
3504000,45.09,76.41,24.67
3506000,44.47,77.48,25.27
3508000,44.42,78.11,25.62
3510000,45.29,77.43,25.24
3512000,45.09,76.19,24.55
3514000,44.39,80.01,26.67
3516000,42.63,76.31,24.62
3518000,44.33,75.28,24.04
3520000,43.1,78.07,25.59
3522000,45.12,78.26,25.70
3524000,45.38,76.44,24.69
3526000,45.2,75.22,24.01
3528000,46.08,77.12,25.07
3530000,45.37,78.16,25.64
3532000,46.66,77.39,25.22
3534000,45.2,77.06,25.03
3536000,47.63,76.82,24.90
3538000,44.81,75.46,24.14
3540000,43.34,76.86,24.92
3542000,42.46,77.24,25.13
3544000,47.11,77.24,25.13
3546000,44.59,76.19,24.55
3548000,45.53,76.68,24.82
3550000,46.59,78.16,25.64
3552000,45.05,77.4,25.22
3554000,43.31,75.6,24.22
3556000,45.93,77.86,25.48
