Timestamp (ms),Humidity (%),Temperature (°F),Temperature (°C)
1804000,68.43,62.98,17.21
1806000,68.2,62.67,17.04
1808000,65.48,65.41,18.56
1810000,58.74,59.11,15.06
1812000,57.11,67.78,19.88
1814000,60.35,65.28,18.49
1816000,58.73,65.59,18.66
1818000,56.54,61.18,16.21
1820000,61.03,60.96,16.09
1822000,72.7,62.56,16.98
1824000,73.01,66.99,19.44
1826000,65.78,63.43,17.46
1828000,73.54,66.99,19.44
1830000,58.81,67.82,19.9
1832000,59.9,66.47,19.15
1834000,68.15,60.85,16.03
1836000,62.62,64.29,17.94
1838000,62.78,62.53,16.96
1840000,65.38,67.71,19.84
1842000,72.63,61.34,16.3
1844000,56.9,65.55,18.64
1846000,65.06,63.28,17.38
1848000,55.82,63.55,17.53
1850000,64.02,63.12,17.29
1852000,72.74,65.53,18.63
1854000,64.79,67.6,19.78
1856000,64.88,61.66,16.48
1858000,71.03,66.07,18.93
1860000,69.64,59.31,15.17
1862000,64.27,66.76,19.31
1864000,74.43,65.34,18.52
1866000,64.2,67.5,19.72
1868000,74.65,59.32,15.18
1870000,64.93,62.74,17.08
1872000,71.69,67.68,19.82
1874000,56.98,64.35,17.97
1876000,66.54,66.09,18.94
1878000,60.87,61.75,16.53
1880000,61.88,65.93,18.85
1882000,74.04,59.09,15.05
1884000,55.5,62.31,16.84
1886000,63.94,63.91,17.73
1888000,72.72,61.41,16.34
1890000,65.47,64.76,18.2
1892000,60.43,59.86,15.48
1894000,67.77,63.28,17.38
1896000,71.63,67.89,19.94
1898000,67.97,59.77,15.43
1900000,72.56,59.72,15.4
1902000,70.56,66.06,18.92
1904000,72.75,59.79,15.44
1906000,65.78,67.71,19.84
1908000,63.24,63.99,17.77
1910000,59.14,65.91,18.84
1912000,55.64,65.91,18.84
1914000,66.54,65.26,18.48
1916000,74.3,64.06,17.81
1918000,62.92,66.61,19.23
1920000,63.77,62.96,17.2
1922000,57.84,67.1,19.5
1924000,66.61,63.5,17.5
1926000,65.58,61.75,16.53
1928000,58.31,66.47,19.15
1930000,58.26,62.29,16.83
1932000,59.35,61.54,16.41
1934000,59.58,61.65,16.47
1936000,59.25,64.42,18.01
1938000,70.95,62.13,16.74
1940000,71.74,67.73,19.85
1942000,58.9,59.99,15.55
1944000,59.38,66.79,19.33
1946000,56.23,62.94,17.19
1948000,65.85,68.0,20.0
1950000,57.41,65.79,18.77
1952000,55.51,67.57,19.76
1954000,58.95,67.66,19.81
1956000,57.64,60.94,16.08
1958000,56.04,64.99,18.33
1960000,59.62,62.29,16.83
1962000,65.41,61.05,16.14
1964000,74.48,64.69,18.16
1966000,70.21,61.12,16.18
1968000,69.25,63.84,17.69
1970000,67.1,61.12,16.18
1972000,57.72,63.37,17.43
1974000,72.39,67.23,19.57
1976000,62.37,67.59,19.77
1978000,72.48,64.09,17.83
1980000,57.42,62.06,16.7
1982000,66.87,67.32,19.62
1984000,67.31,60.13,15.63
1986000,67.91,61.38,16.32
1988000,67.54,61.09,16.16
1990000,67.34,60.89,16.05
1992000,71.12,61.27,16.26
1994000,57.42,64.49,18.05
1996000,69.39,64.27,17.93
1998000,70.91,65.46,18.59
2000000,58.95,66.96,19.42
2002000,66.97,64.08,17.82
2004000,59.73,62.6,17.0
2006000,70.41,59.23,15.13
2008000,58.84,60.26,15.7
2010000,56.31,62.4,16.89
2012000,57.46,61.29,16.27
2014000,68.78,63.34,17.41
2016000,63.28,59.14,15.08
2018000,62.2,66.31,19.06
2020000,64.94,64.99,18.33
2022000,56.9,62.49,16.94
2024000,73.36,62.15,16.75
2026000,70.42,61.68,16.49
2028000,63.09,60.62,15.9
2030000,63.19,61.05,16.14
2032000,61.5,61.81,16.56
2034000,65.85,66.54,19.19
2036000,71.38,62.1,16.72
2038000,56.64,60.17,15.65
2040000,57.92,64.78,18.21
2042000,58.71,67.17,19.54
2044000,55.87,61.36,16.31
2046000,57.27,63.27,17.37
2048000,65.57,65.91,18.84
2050000,59.24,63.73,17.63
2052000,71.25,66.4,19.11
2054000,60.68,63.55,17.53
2056000,59.7,65.98,18.88
2058000,63.23,63.23,17.35
2060000,69.84,62.4,16.89
2062000,63.07,63.9,17.72
2064000,71.46,61.16,16.2
2066000,55.01,60.75,15.97
2068000,63.28,59.67,15.37
2070000,60.97,62.6,17.0
2072000,57.88,59.32,15.18
2074000,62.33,65.91,18.84
2076000,55.39,66.83,19.35
2078000,73.23,65.48,18.6
2080000,62.26,66.06,18.92
2082000,71.65,60.19,15.66
2084000,69.69,66.11,18.95
2086000,69.12,67.71,19.84
2088000,68.53,61.38,16.32
2090000,69.42,67.66,19.81
2092000,66.38,62.1,16.72
2094000,55.32,61.83,16.57
2096000,70.76,67.96,19.98
2098000,61.64,65.97,18.87
2100000,73.7,62.89,17.16
2102000,66.75,63.39,17.44
2104000,71.93,60.37,15.76
2106000,67.78,63.91,17.73
2108000,58.79,68.0,20.0
2110000,74.97,65.68,18.71
2112000,64.91,60.57,15.87
2114000,72.48,65.98,18.88
2116000,62.76,64.44,18.02
2118000,71.92,65.12,18.4
2120000,72.09,67.05,19.47
2122000,70.69,67.46,19.7
2124000,67.09,60.58,15.88
2126000,57.68,60.08,15.6
2128000,65.35,59.61,15.34
2130000,68.41,59.29,15.16
2132000,72.43,65.5,18.61
2134000,70.82,59.74,15.41
2136000,59.74,65.52,18.62
2138000,57.28,67.46,19.7
2140000,73.4,62.13,16.74
2142000,59.65,60.66,15.92
2144000,73.4,60.3,15.72
2146000,55.4,64.24,17.91
2148000,59.78,62.11,16.73
2150000,70.9,61.56,16.42
2152000,64.06,64.15,17.86
2154000,72.87,66.11,18.95
2156000,63.86,61.79,16.55
2158000,69.77,62.42,16.9
2160000,62.06,66.34,19.08
2162000,55.53,61.29,16.27
2164000,72.65,62.33,16.85
2166000,70.67,64.53,18.07
2168000,65.44,64.62,18.12
2170000,70.68,61.99,16.66
2172000,60.58,65.48,18.6
2174000,60.54,67.39,19.66
2176000,69.42,59.31,15.17
2178000,68.95,67.96,19.98
2180000,57.51,66.85,19.36
2182000,63.64,62.4,16.89
2184000,71.06,61.2,16.22
2186000,66.89,59.99,15.55
2188000,65.34,60.26,15.7
2190000,57.36,61.63,16.46
2192000,65.4,61.0,16.11
2194000,59.48,63.03,17.24
2196000,66.91,61.83,16.57
2198000,71.2,67.59,19.77
2200000,62.12,60.93,16.07
2202000,71.78,62.49,16.94
2204000,65.42,62.53,16.96
2206000,68.67,64.17,17.87
2208000,64.92,63.0,17.22
2210000,63.92,67.64,19.8
2212000,71.05,64.33,17.96
2214000,56.71,67.44,19.69
2216000,60.03,60.58,15.88
2218000,58.33,60.39,15.77
2220000,64.55,67.53,19.74
2222000,69.96,66.42,19.12
2224000,72.37,63.84,17.69
2226000,58.77,63.3,17.39
2228000,55.97,62.55,16.97
2230000,55.13,59.02,15.01
2232000,73.01,66.74,19.3
2234000,74.13,62.58,16.99
2236000,60.96,67.26,19.59
2238000,68.82,67.78,19.88
2240000,67.54,65.21,18.45
2242000,60.31,60.48,15.82
2244000,68.53,59.36,15.2
2246000,70.76,66.15,18.97
2248000,57.47,67.06,19.48
2250000,74.62,66.16,18.98
2252000,56.03,64.13,17.85
2254000,66.93,67.12,19.51
2256000,55.95,66.65,19.25
2258000,69.68,64.31,17.95
2260000,67.47,61.12,16.18
2262000,74.83,66.04,18.91
2264000,59.66,61.05,16.14
2266000,59.23,61.45,16.36
2268000,65.49,59.54,15.3
2270000,73.9,62.53,16.96
2272000,59.79,60.48,15.82
2274000,63.96,64.8,18.22
2276000,58.1,62.74,17.08
2278000,55.17,66.15,18.97
2280000,68.43,66.09,18.94
2282000,55.38,64.08,17.82
2284000,64.77,67.12,19.51
2286000,67.07,63.07,17.26
2288000,66.83,61.92,16.62
2290000,71.88,59.18,15.1
2292000,56.97,65.73,18.74
2294000,69.18,62.13,16.74
2296000,70.47,61.95,16.64
2298000,71.42,66.13,18.96
2300000,72.68,65.16,18.42
2302000,72.06,65.97,18.87
2304000,70.87,66.02,18.9
2306000,73.26,60.37,15.76
2308000,55.07,63.36,17.42
2310000,74.94,64.26,17.92
2312000,63.18,64.89,18.27
2314000,70.89,61.75,16.53
2316000,66.96,61.18,16.21
2318000,69.5,66.24,19.02
2320000,67.68,61.02,16.12
2322000,62.71,63.14,17.3
2324000,65.86,59.47,15.26
2326000,59.71,61.16,16.2
2328000,66.15,64.65,18.14
2330000,57.5,60.71,15.95
2332000,58.05,60.6,15.89
2334000,59.25,64.94,18.3
2336000,55.0,63.39,17.44
2338000,66.84,61.95,16.64
2340000,57.78,67.87,19.93
2342000,69.22,67.55,19.75
2344000,72.23,61.57,16.43
2346000,69.7,62.4,16.89
2348000,74.51,64.13,17.85
2350000,74.11,61.95,16.64
2352000,61.2,62.62,17.01
2354000,59.42,66.81,19.34
2356000,64.16,60.94,16.08
2358000,57.48,67.8,19.89
2360000,64.78,66.29,19.05
2362000,71.57,60.24,15.69
2364000,57.91,64.29,17.94
2366000,66.91,64.65,18.14
2368000,66.13,64.94,18.3
2370000,71.04,63.46,17.48
2372000,63.14,66.36,19.09
2374000,66.04,66.79,19.33
2376000,68.28,64.02,17.79
2378000,61.46,60.66,15.92
2380000,59.85,65.41,18.56
2382000,70.7,67.41,19.67
2384000,64.79,67.59,19.77
2386000,61.2,66.99,19.44
2388000,71.55,64.53,18.07
2390000,70.73,63.19,17.33
2392000,67.84,64.6,18.11
2394000,64.4,64.56,18.09
2396000,72.81,62.38,16.88
2398000,66.51,62.89,17.16
2400000,56.03,62.17,16.76
2402000,57.23,61.75,16.53
2404000,69.87,66.09,18.94
2406000,58.13,62.35,16.86
2408000,60.66,66.33,19.07
2410000,70.88,65.55,18.64
2412000,59.32,65.64,18.69
2414000,58.81,60.3,15.72
2416000,71.29,61.97,16.65
2418000,61.65,64.58,18.1
2420000,60.7,67.53,19.74
2422000,65.99,62.37,16.87
2424000,55.36,67.91,19.95
2426000,63.96,67.32,19.62
2428000,70.06,63.59,17.55
2430000,58.45,60.91,16.06
2432000,58.89,66.56,19.2
2434000,59.5,64.17,17.87
2436000,70.41,64.17,17.87
2438000,56.35,64.53,18.07
2440000,74.68,64.04,17.8
2442000,73.12,67.37,19.65
2444000,69.92,67.78,19.88
2446000,55.46,60.26,15.7
2448000,67.17,64.92,18.29
2450000,67.43,59.2,15.11
2452000,62.35,60.3,15.72
2454000,57.19,64.54,18.08
2456000,61.07,64.96,18.31
2458000,61.83,63.48,17.49
2460000,68.08,61.75,16.53
2462000,67.96,59.63,15.35
2464000,56.48,66.2,19.0
2466000,73.98,62.73,17.07
2468000,72.52,59.29,15.16
2470000,58.7,60.39,15.77
2472000,73.3,64.13,17.85
2474000,72.08,59.94,15.52
2476000,72.39,61.25,16.25
2478000,74.13,65.71,18.73
2480000,65.0,63.54,17.52
2482000,62.52,64.11,17.84
2484000,74.19,64.04,17.8
2486000,62.29,62.73,17.07
2488000,65.2,63.91,17.73
2490000,72.32,61.68,16.49
2492000,73.2,61.65,16.47
2494000,63.62,63.75,17.64
2496000,62.4,66.97,19.43
2498000,62.48,63.09,17.27
2500000,63.73,67.48,19.71
2502000,70.4,62.87,17.15
2504000,58.28,64.42,18.01
2506000,66.24,66.81,19.34
2508000,69.26,65.34,18.52
2510000,55.42,66.78,19.32
2512000,74.02,65.8,18.78
2514000,63.76,66.04,18.91
2516000,55.68,66.83,19.35
2518000,68.4,64.83,18.24
2520000,70.8,63.54,17.52
2522000,63.99,61.74,16.52
2524000,70.1,66.33,19.07
2526000,55.86,67.33,19.63
2528000,73.24,62.64,17.02
2530000,56.28,63.19,17.33
2532000,62.87,64.72,18.18
2534000,64.09,62.96,17.2
2536000,64.35,64.02,17.79
2538000,66.35,64.47,18.04
2540000,63.67,59.07,15.04
2542000,64.7,64.47,18.04
2544000,67.46,62.71,17.06
2546000,70.5,61.74,16.52
2548000,66.48,67.1,19.5
2550000,58.45,63.95,17.75
2552000,59.09,61.9,16.61
2554000,58.61,62.47,16.93
2556000,64.32,61.79,16.55
2558000,56.89,61.72,16.51
2560000,61.13,61.07,16.15
2562000,55.18,67.19,19.55
2564000,61.64,61.86,16.59
2566000,73.27,65.68,18.71
2568000,69.17,64.62,18.12
2570000,61.9,64.49,18.05
2572000,74.08,59.31,15.17
2574000,66.3,66.15,18.97
2576000,69.15,63.82,17.68
2578000,58.06,67.21,19.56
2580000,57.78,65.93,18.85
2582000,65.9,64.81,18.23
2584000,60.38,65.26,18.48
2586000,63.0,60.75,15.97
2588000,60.91,60.01,15.56
2590000,60.98,65.41,18.56
2592000,72.53,59.32,15.18
2594000,66.5,59.31,15.17
2596000,64.6,62.87,17.15
2598000,57.01,66.51,19.17
2600000,67.25,66.97,19.43
2602000,56.84,61.88,16.6
2604000,62.45,66.79,19.33
2606000,64.45,60.13,15.63
2608000,69.31,61.3,16.28
2610000,74.35,60.24,15.69
2612000,74.57,59.22,15.12
2614000,64.61,59.43,15.24
2616000,72.45,59.25,15.14
2618000,71.57,63.81,17.67
2620000,70.13,62.94,17.19
2622000,61.42,64.62,18.12
2624000,66.96,62.74,17.08
2626000,70.67,59.09,15.05
2628000,64.33,65.01,18.34
2630000,70.12,64.89,18.27
2632000,71.9,59.5,15.28
2634000,72.19,62.85,17.14
2636000,62.85,61.34,16.3
2638000,69.56,65.16,18.42
2640000,61.89,65.26,18.48
2642000,67.86,65.57,18.65
2644000,59.61,66.27,19.04
2646000,72.53,63.23,17.35
2648000,74.72,67.21,19.56
2650000,65.3,66.45,19.14
2652000,66.26,67.17,19.54
2654000,58.7,63.55,17.53
2656000,65.7,60.37,15.76
2658000,55.67,63.75,17.64
2660000,74.23,63.82,17.68
2662000,68.6,61.45,16.36
2664000,68.95,63.45,17.47
2666000,73.01,65.71,18.73
2668000,62.7,67.14,19.52
2670000,63.16,60.3,15.72
2672000,63.53,67.17,19.54
2674000,72.2,61.43,16.35
2676000,58.27,65.46,18.59
2678000,66.96,66.13,18.96
2680000,60.55,65.3,18.5
2682000,69.32,64.72,18.18
2684000,60.28,61.11,16.17
2686000,66.0,62.49,16.94
2688000,61.85,60.33,15.74
2690000,67.93,63.72,17.62
2692000,73.19,66.36,19.09
2694000,55.21,60.57,15.87
2696000,56.21,65.37,18.54
2698000,71.8,60.17,15.65
2700000,59.21,67.28,19.6
2702000,60.81,65.08,18.38
2704000,55.12,63.39,17.44
2706000,59.01,59.04,15.02
2708000,60.88,66.76,19.31
2710000,72.44,61.5,16.39
2712000,56.93,66.38,19.1
2714000,72.7,61.95,16.64
2716000,57.01,60.78,15.99
2718000,69.81,61.23,16.24
2720000,70.12,67.5,19.72
2722000,67.2,64.0,17.78
2724000,56.5,65.66,18.7
2726000,62.44,62.98,17.21
2728000,67.88,61.97,16.65
2730000,63.5,64.89,18.27
2732000,58.43,67.24,19.58
2734000,59.4,60.53,15.85
2736000,55.87,64.8,18.22
2738000,74.52,66.74,19.3
2740000,61.48,65.28,18.49
2742000,71.57,66.96,19.42
2744000,59.79,59.65,15.36
2746000,65.55,60.71,15.95
2748000,55.03,63.01,17.23
2750000,66.03,61.14,16.19
2752000,62.47,59.72,15.4
2754000,73.42,59.7,15.39
2756000,74.8,63.05,17.25
2758000,63.29,64.56,18.09
2760000,72.29,60.57,15.87
2762000,55.53,65.84,18.8
2764000,57.25,63.79,17.66
2766000,63.22,64.89,18.27
2768000,57.96,60.51,15.84
2770000,55.05,66.9,19.39
2772000,59.97,63.23,17.35
2774000,64.87,67.26,19.59
2776000,69.54,66.6,19.22
2778000,73.61,64.83,18.24
2780000,71.05,66.61,19.23
2782000,74.41,67.01,19.45
2784000,67.77,66.88,19.38
2786000,61.46,63.93,17.74
2788000,58.94,62.76,17.09
2790000,63.27,65.37,18.54
2792000,61.13,65.84,18.8
2794000,70.89,61.47,16.37
2796000,67.41,60.73,15.96
2798000,60.66,63.23,17.35
2800000,57.55,60.53,15.85
2802000,56.8,65.26,18.48
2804000,74.55,59.65,15.36
2806000,67.65,59.14,15.08
2808000,57.11,65.05,18.36
2810000,61.22,61.32,16.29
2812000,63.92,67.57,19.76
2814000,66.52,61.3,16.28
2816000,71.85,65.68,18.71
2818000,59.17,65.57,18.65
2820000,58.52,63.75,17.64
2822000,65.54,65.16,18.42
2824000,74.12,66.52,19.18
2826000,68.9,65.8,18.78
2828000,71.19,64.74,18.19
2830000,69.11,67.26,19.59
2832000,61.89,66.76,19.31
2834000,65.79,61.75,16.53
2836000,57.56,64.22,17.9
2838000,61.11,65.23,18.46
2840000,61.4,66.25,19.03
2842000,71.23,65.08,18.38
2844000,62.97,62.35,16.86
2846000,56.27,63.23,17.35
2848000,56.16,59.41,15.23
2850000,72.99,63.37,17.43
2852000,64.18,61.65,16.47
2854000,61.73,67.23,19.57
2856000,67.03,65.75,18.75
2858000,62.6,66.9,19.39
2860000,66.91,63.03,17.24
2862000,72.78,63.43,17.46
2864000,73.8,61.07,16.15
2866000,67.18,65.1,18.39
2868000,63.63,65.79,18.77
2870000,59.21,62.15,16.75
2872000,69.48,62.69,17.05
2874000,60.31,61.3,16.28
2876000,61.25,62.87,17.15
2878000,64.54,63.9,17.72
2880000,66.23,67.53,19.74
2882000,67.05,66.16,18.98
2884000,70.57,65.52,18.62
2886000,63.92,59.47,15.26
2888000,63.69,67.62,19.79
2890000,71.92,59.16,15.09
2892000,57.29,63.97,17.76
2894000,71.87,62.08,16.71
2896000,56.37,65.62,18.68
2898000,70.9,66.94,19.41
2900000,64.94,67.62,19.79
2902000,55.52,64.13,17.85
2904000,69.14,63.77,17.65
2906000,61.61,61.47,16.37
2908000,64.92,63.12,17.29
2910000,56.14,65.43,18.57
2912000,56.24,62.89,17.16
2914000,74.35,61.45,16.36
2916000,67.42,59.2,15.11
2918000,56.32,67.53,19.74
2920000,67.34,67.57,19.76
2922000,60.58,62.62,17.01
2924000,67.47,65.3,18.5
2926000,72.65,62.2,16.78
2928000,71.6,60.85,16.03
2930000,60.53,62.51,16.95
2932000,58.33,66.79,19.33
2934000,57.1,65.5,18.61
2936000,74.55,60.08,15.6
2938000,70.34,61.97,16.65
2940000,71.75,59.25,15.14
2942000,64.01,64.17,17.87
2944000,60.66,66.15,18.97
2946000,69.97,67.19,19.55
2948000,65.09,62.02,16.68
2950000,73.73,61.79,16.55
2952000,55.29,63.68,17.6
2954000,74.62,60.13,15.63
2956000,61.37,63.36,17.42
2958000,59.23,62.35,16.86
2960000,70.03,66.34,19.08
2962000,62.21,59.09,15.05
2964000,65.81,59.16,15.09
2966000,64.74,64.17,17.87
2968000,58.1,67.5,19.72
2970000,69.76,60.22,15.68
2972000,61.34,60.85,16.03
2974000,69.69,61.97,16.65
2976000,74.35,63.93,17.74
2978000,68.12,59.2,15.11
2980000,60.63,67.24,19.58
2982000,59.5,66.45,19.14
2984000,73.69,67.37,19.65
2986000,66.31,59.27,15.15
2988000,67.38,59.95,15.53
2990000,66.84,63.97,17.76
2992000,71.07,66.2,19.0
2994000,72.84,61.36,16.31
2996000,70.44,59.49,15.27
2998000,60.59,60.08,15.6
3000000,57.52,67.87,19.93
3002000,56.96,65.75,18.75
3004000,62.29,60.85,16.03
3006000,64.18,63.72,17.62
3008000,67.77,59.5,15.28
3010000,57.27,61.86,16.59
3012000,66.66,64.47,18.04
3014000,56.11,62.38,16.88
3016000,60.97,63.14,17.3
3018000,65.74,65.35,18.53
3020000,61.8,67.77,19.87
3022000,74.2,62.78,17.1
3024000,71.28,64.06,17.81
3026000,58.07,59.76,15.42
3028000,74.52,62.8,17.11
3030000,60.55,61.99,16.66
3032000,66.05,61.59,16.44
3034000,56.53,66.16,18.98
3036000,66.45,60.91,16.06
3038000,73.01,65.55,18.64
3040000,72.52,63.63,17.57
3042000,74.91,66.76,19.31
3044000,56.63,64.69,18.16
3046000,62.37,67.08,19.49
3048000,66.03,62.83,17.13
3050000,58.96,62.02,16.68
3052000,72.41,59.04,15.02
3054000,56.96,64.13,17.85
3056000,55.69,60.13,15.63
3058000,61.85,64.83,18.24
3060000,74.48,67.33,19.63
3062000,64.58,64.29,17.94
3064000,58.9,67.1,19.5
3066000,64.37,64.78,18.21
3068000,64.28,65.1,18.39
3070000,69.49,60.24,15.69
3072000,68.52,61.43,16.35
3074000,63.71,66.42,19.12
3076000,74.9,64.26,17.92
3078000,59.28,67.05,19.47
3080000,67.21,65.32,18.51
3082000,63.63,66.07,18.93
3084000,64.87,65.26,18.48
3086000,73.83,59.9,15.5
3088000,57.86,60.6,15.89
3090000,59.27,65.3,18.5
3092000,60.82,61.23,16.24
3094000,62.91,67.26,19.59
3096000,69.74,65.89,18.83
3098000,62.63,61.97,16.65
3100000,74.11,61.7,16.5
3102000,67.52,61.99,16.66
3104000,68.63,62.44,16.91
3106000,59.1,61.23,16.24
3108000,59.38,65.98,18.88
3110000,74.93,67.46,19.7
3112000,67.1,60.57,15.87
3114000,69.84,64.09,17.83
3116000,68.44,66.25,19.03
3118000,60.19,65.34,18.52
3120000,72.91,65.84,18.8
3122000,68.83,64.27,17.93
3124000,63.21,59.88,15.49
3126000,63.76,67.17,19.54
3128000,62.85,66.11,18.95
3130000,68.66,60.6,15.89
3132000,63.31,59.04,15.02
3134000,61.77,62.85,17.14
3136000,59.37,61.07,16.15
3138000,68.64,64.35,17.97
3140000,58.22,67.75,19.86
3142000,74.96,62.78,17.1
3144000,67.05,65.21,18.45
3146000,74.5,67.91,19.95
3148000,59.61,65.44,18.58
3150000,60.36,65.23,18.46
3152000,62.39,66.67,19.26
3154000,56.38,60.93,16.07
3156000,57.5,60.48,15.82
3158000,56.6,67.44,19.69
3160000,72.4,67.23,19.57
3162000,60.08,63.82,17.68
3164000,63.9,64.72,18.18
3166000,67.81,59.97,15.54
3168000,69.11,65.34,18.52
3170000,61.8,67.71,19.84
3172000,73.59,66.42,19.12
3174000,64.96,59.76,15.42
3176000,64.31,65.1,18.39
3178000,70.93,60.94,16.08
3180000,56.96,63.63,17.57
3182000,73.71,60.22,15.68
3184000,72.81,64.09,17.83
3186000,67.8,63.99,17.77
3188000,57.72,66.76,19.31
3190000,65.7,62.24,16.8
3192000,58.98,66.47,19.15
3194000,66.42,67.21,19.56
3196000,63.72,67.59,19.77
3198000,58.86,59.31,15.17
3200000,73.45,65.57,18.65
3202000,72.29,65.79,18.77
3204000,63.14,62.55,16.97
3206000,61.53,63.86,17.7
3208000,63.21,66.81,19.34
3210000,56.7,61.9,16.61
3212000,73.11,66.83,19.35
3214000,74.04,63.9,17.72
3216000,66.31,61.36,16.31
3218000,69.36,62.42,16.9
3220000,65.81,66.81,19.34
3222000,57.78,63.34,17.41
3224000,72.93,67.73,19.85
3226000,64.91,61.59,16.44
3228000,58.26,66.49,19.16
3230000,68.31,67.57,19.76
3232000,64.57,62.71,17.06
3234000,60.15,61.32,16.29
3236000,73.86,61.54,16.41
3238000,70.36,60.98,16.1
3240000,62.22,62.22,16.79
3242000,74.99,65.41,18.56
3244000,73.95,66.76,19.31
3246000,72.0,65.86,18.81
3248000,62.04,67.37,19.65
3250000,60.06,61.57,16.43
3252000,66.39,64.67,18.15
3254000,58.16,62.98,17.21
3256000,72.0,59.36,15.2
3258000,71.62,62.62,17.01
3260000,74.64,59.68,15.38
3262000,63.8,63.09,17.27
3264000,58.75,65.75,18.75
3266000,68.48,63.25,17.36
3268000,64.52,61.38,16.32
3270000,59.71,66.47,19.15
3272000,66.92,64.65,18.14
3274000,73.55,61.79,16.55
3276000,70.48,64.0,17.78
3278000,64.21,62.8,17.11
3280000,71.41,64.81,18.23
3282000,62.56,60.55,15.86
3284000,60.08,67.53,19.74
3286000,74.93,66.61,19.23
3288000,67.53,67.1,19.5
3290000,63.49,59.54,15.3
3292000,58.98,63.25,17.36
3294000,71.82,59.79,15.44
3296000,58.63,65.44,18.58
3298000,58.85,64.72,18.18
3300000,74.24,61.66,16.48
3302000,69.18,61.63,16.46
3304000,61.82,63.77,17.65
3306000,70.46,65.89,18.83
3308000,68.01,63.68,17.6
3310000,65.25,65.66,18.7
3312000,55.7,67.93,19.96
3314000,72.41,63.14,17.3
3316000,62.73,59.36,15.2
3318000,71.85,59.2,15.11
3320000,58.31,67.64,19.8
3322000,60.14,61.79,16.55
3324000,68.37,67.35,19.64
3326000,64.6,64.31,17.95
3328000,56.51,61.65,16.47
3330000,55.65,67.91,19.95
3332000,55.73,61.32,16.29
3334000,58.62,65.16,18.42
3336000,57.51,60.21,15.67
3338000,62.51,64.92,18.29
3340000,66.8,59.81,15.45
3342000,67.79,62.64,17.02
3344000,61.76,61.83,16.57
3346000,70.56,62.02,16.68
3348000,72.72,67.78,19.88
3350000,67.97,62.71,17.06
3352000,59.97,61.92,16.62
3354000,58.54,64.26,17.92
3356000,74.62,62.8,17.11
3358000,59.98,65.62,18.68
3360000,69.8,64.8,18.22
3362000,73.51,67.73,19.85
3364000,73.22,60.93,16.07
3366000,57.23,59.49,15.27
3368000,55.45,60.01,15.56
3370000,64.01,64.83,18.24
3372000,61.93,67.96,19.98
3374000,55.77,62.49,16.94
3376000,69.89,61.5,16.39
3378000,60.01,60.31,15.73
3380000,58.68,67.17,19.54
3382000,64.29,66.99,19.44
3384000,66.0,59.56,15.31
3386000,65.92,65.16,18.42
3388000,58.05,62.91,17.17
3390000,62.19,64.81,18.23
3392000,73.28,59.27,15.15
3394000,58.75,64.47,18.04
3396000,70.55,65.97,18.87
3398000,58.56,63.79,17.66
3400000,58.22,65.73,18.74
3402000,71.36,64.08,17.82
3404000,69.38,59.77,15.43
3406000,57.25,65.75,18.75
3408000,61.04,65.84,18.8
3410000,60.22,66.87,19.37
3412000,60.3,64.4,18.0
3414000,66.77,62.37,16.87
3416000,70.66,64.76,18.2
3418000,56.04,62.26,16.81
3420000,74.32,62.29,16.83
3422000,55.12,66.49,19.16
3424000,68.84,60.15,15.64
3426000,58.82,66.81,19.34
3428000,61.09,60.96,16.09
3430000,59.05,66.02,18.9
3432000,72.74,64.76,18.2
3434000,73.03,65.98,18.88
3436000,56.26,68.0,20.0
3438000,70.26,61.52,16.4
3440000,66.19,61.05,16.14
3442000,71.85,64.38,17.99
3444000,67.68,64.2,17.89
3446000,56.13,66.04,18.91
3448000,60.08,61.57,16.43
3450000,56.47,67.73,19.85
3452000,59.88,59.86,15.48
3454000,61.32,62.91,17.17
3456000,67.25,63.07,17.26
3458000,69.87,62.42,16.9
3460000,59.57,59.41,15.23
3462000,70.81,64.02,17.79
3464000,63.86,66.34,19.08
3466000,59.6,62.22,16.79
3468000,73.06,63.97,17.76
3470000,59.75,60.76,15.98
3472000,68.59,65.62,18.68
3474000,57.79,62.73,17.07
3476000,57.42,59.94,15.52
3478000,55.99,59.85,15.47
3480000,68.93,66.25,19.03
3482000,64.93,60.71,15.95
3484000,60.87,65.98,18.88
3486000,70.08,66.56,19.2
3488000,57.14,61.72,16.51
3490000,56.56,64.4,18.0
3492000,68.45,63.61,17.56
3494000,60.26,63.36,17.42
3496000,73.29,64.58,18.1
3498000,66.08,60.51,15.84
3500000,69.02,65.14,18.41
3502000,71.58,64.27,17.93
3504000,73.38,67.05,19.47
3506000,62.98,61.41,16.34
3508000,61.06,66.97,19.43
3510000,73.39,60.12,15.62
3512000,69.76,67.75,19.86
3514000,63.48,64.54,18.08
3516000,66.42,59.34,15.19
3518000,72.81,60.15,15.64
3520000,61.27,67.96,19.98
3522000,74.7,67.37,19.65
3524000,62.16,65.08,18.38
3526000,59.5,66.24,19.02
3528000,63.67,65.5,18.61
3530000,73.56,66.79,19.33
3532000,67.78,63.5,17.5
3534000,72.62,66.34,19.08
3536000,58.53,59.29,15.16
3538000,73.46,64.92,18.29
3540000,62.11,63.99,17.77
3542000,64.83,63.18,17.32
3544000,55.92,60.71,15.95
3546000,55.99,62.91,17.17
